user,comment,time,votes,Case Folding,stopword removal,Lemmatization,tokens,stemming
@tomomoto706,Obrolan nya omongan nya selalu melegakan dahaga ditengah kondisi yg serba kering yang membuat haus,18 minutes ago,0,obrolan nya omongan nya selalu melegakan dahaga ditengah kondisi yg serba kering yang membuat haus,obrolan nya omongan nya selalu melegakan dahaga ditengah kondisi yg serba kering membuat haus,obrol nya omong nya selalu lega dahaga tengah kondisi yg serba kering buat haus,"['obrol', 'nya', 'omong', 'nya', 'selalu', 'lega', 'dahaga', 'tengah', 'kondisi', 'yg', 'serba', 'kering', 'buat', 'haus']",obrol nya omong nya selalu lega dahaga tengah kondisi yg serba kering buat haus
@lhunt1371,Bank sentral Vs Purbaya 🔥🔥🔥,2 days ago,30,bank sentral vs purbaya,bank sentral vs purbaya,bank sentral vs purbaya,"['bank', 'sentral', 'vs', 'purbaya']",bank sentral vs purbaya
@tultultuljaenak2757,harusnya standar mentri seperti ini untuk indonesia raya🎉,2 days ago,12,harusnya standar mentri seperti ini untuk indonesia raya,harusnya standar mentri ini indonesia raya,harus standar tri ini indonesia raya,"['harus', 'standar', 'tri', 'ini', 'indonesia', 'raya']",standar tri indonesia raya
@aisyahofficial804,enak nih dengerin orang2 pinter ngomong.. semoga ketularan rakyatnya juga pada pinter,2 days ago,33,enak nih dengerin orang2 pinter ngomong semoga ketularan rakyatnya juga pada pinter,enak nih dengerin orang pinter ngomong semoga ketularan rakyatnya pada pinter,enak nih dengerin orang pinter ngomong moga tular rakyat pada pinter,"['enak', 'nih', 'dengerin', 'orang', 'pinter', 'ngomong', 'moga', 'tular', 'rakyat', 'pada', 'pinter']",enak nih dengerin orang pinter ngomong moga tular rakyat pinter
@HendrinaPattiradjawane,"Pikiran holistik yang cerah dan Tindakan Strategis yang cermat. Terimakasih pak Gita untuk acara bersama Mentri keuangan. Untuk pak Purbaya: Anda ""smart"" dan sangat ""naif"" memegang ilmu Anda untuk diimplementasikan. Pasti berhasil. Salam Sukses.❤ dari Jerman, suatu negara dengan ilmuwan² dengan budaya tradisional pemikiran yang disiplin.",1 day ago,9,pikiran holistik yang cerah dan tindakan strategis yang cermat terimakasih pak gita untuk acara bersama mentri keuangan untuk pak purbaya anda smart dan sangat naif memegang ilmu anda untuk diimplementasikan pasti berhasil salam sukses dari jerman suatu negara dengan ilmuwan dengan budaya tradisional pemikiran yang disiplin,pikiran holistik cerah tindakan strategis cermat terimakasih pak gita acara bersama mentri keuangan pak purbaya smart sangat naif memegang ilmu untuk diimplementasikan berhasil salam sukses jerman suatu negara ilmuwan budaya tradisional pemikiran disiplin,pikir holistik cerah tindak strategis cermat terimakasih pak gita acara sama tri uang pak purbaya smart sangat naif pegang ilmu untuk implementasi hasil salam sukses jerman suatu negara ilmuwan budaya tradisional pikir disiplin,"['pikir', 'holistik', 'cerah', 'tindak', 'strategis', 'cermat', 'terimakasih', 'pak', 'gita', 'acara', 'sama', 'tri', 'uang', 'pak', 'purbaya', 'smart', 'sangat', 'naif', 'pegang', 'ilmu', 'untuk', 'implementasi', 'hasil', 'salam', 'sukses', 'jerman', 'suatu', 'negara', 'ilmuwan', 'budaya', 'tradisional', 'pikir', 'disiplin']",pikir holistik cerah tindak strategis cermat terimakasih pak gita acara sama tri uang pak purbaya smart sangat naif pegang ilmu implementasi hasil salam sukses jerman suatu negara ilmuwan budaya tradisional pikir disiplin
@asetianto,"49:00 Gita: narasi equity, Purbaya: maksudnya gimana",1 day ago,3,4900 gita narasi equity purbaya maksudnya gimana,gita narasi equity purbaya maksudnya gimana,gita narasi equity purbaya maksud gimana,"['gita', 'narasi', 'equity', 'purbaya', 'maksud', 'gimana']",gita narasi equity purbaya maksud gimana
@kumbangkumbara4931,Tolong perbanyak video2 seperti ini. Agar kami menerima informasi yg bermanfaat sekaligus mendapatkan ilmu.,2 days ago,19,tolong perbanyak video2 seperti ini agar kami menerima informasi yg bermanfaat sekaligus mendapatkan ilmu,perbanyak video ini kami menerima informasi yg bermanfaat sekaligus mendapatkan ilmu,banyak video ini kami terima informasi yg manfaat sekaligus dapat ilmu,"['banyak', 'video', 'ini', 'kami', 'terima', 'informasi', 'yg', 'manfaat', 'sekaligus', 'dapat', 'ilmu']",banyak video kami terima informasi yg manfaat sekaligus ilmu
@budi809,"Betul, harusnya guru adalah Profesi yang Elit dan Bergengsi dgn gaji tinggi

Karena fungsinya mencerdaskan bangsa",1 day ago,25,betul harusnya guru adalah profesi yang elit dan bergengsi dgn gaji tinggi karena fungsinya mencerdaskan bangsa,betul harusnya guru profesi elit bergengsi dgn gaji tinggi fungsinya mencerdaskan bangsa,betul harus guru profesi elit gengsi dgn gaji tinggi fungsi cerdas bangsa,"['betul', 'harus', 'guru', 'profesi', 'elit', 'gengsi', 'dgn', 'gaji', 'tinggi', 'fungsi', 'cerdas', 'bangsa']",betul guru profesi elit gengsi dgn gaji tinggi fungsi cerdas bangsa
@aatblue,Bapak-bapak sy terharu nyimaknya.. ternyata masih banyak yang perduli dan real perjuangin an rakyat 🥹 terima kasih pak.. terkabul semuanya 🤍,2 days ago,20,bapakbapak sy terharu nyimaknya ternyata masih banyak yang perduli dan real perjuangin an rakyat terima kasih pak terkabul semuanya,bapakbapak sy terharu nyimaknya ternyata banyak perduli real perjuangin an rakyat terima kasih pak terkabul semuanya,bapakbapak sy haru nyimaknya nyata banyak duli real perjuangin an rakyat terima kasih pak kabul semua,"['bapakbapak', 'sy', 'haru', 'nyimaknya', 'nyata', 'banyak', 'duli', 'real', 'perjuangin', 'an', 'rakyat', 'terima', 'kasih', 'pak', 'kabul', 'semua']",bapakbapak sy haru nyimaknya nyata banyak duli real perjuangin an rakyat terima kasih pak kabul semua
@noobtotop,"Dialog yang mencerdaskan. Kita butuh acara² seperti ini. Bukan  Debat debat tv yang saling memotong pembicaraan, saling mencari kesalahan tanpa kesimpulan yang mencerahkan",7 hours ago,1,dialog yang mencerdaskan kita butuh acara seperti ini bukan debat debat tv yang saling memotong pembicaraan saling mencari kesalahan tanpa kesimpulan yang mencerahkan,dialog mencerdaskan butuh acara ini bukan debat debat tv saling memotong pembicaraan saling mencari kesalahan kesimpulan mencerahkan,dialog cerdas butuh acara ini bukan debat debat tv saling potong bicara saling cari salah simpul cerah,"['dialog', 'cerdas', 'butuh', 'acara', 'ini', 'bukan', 'debat', 'debat', 'tv', 'saling', 'potong', 'bicara', 'saling', 'cari', 'salah', 'simpul', 'cerah']",dialog cerdas butuh acara bukan debat debat tv saling potong bicara saling cari salah simpul cerah
@Asalgaweseneng,"Ini namanya mencerdaskan masyarakat. 
Bukan kaleng kaleng 2 orang ini.",18 hours ago,2,ini namanya mencerdaskan masyarakat bukan kaleng kaleng 2 orang ini,namanya mencerdaskan masyarakat bukan kaleng kaleng orang,nama cerdas masyarakat bukan kaleng kaleng orang,"['nama', 'cerdas', 'masyarakat', 'bukan', 'kaleng', 'kaleng', 'orang']",nama cerdas masyarakat bukan kaleng kaleng orang
@promags9843,you can teach physicist a finance but you can't teach finance guy a physics - Jim Simons,1 day ago,3,you can teach physicist a finance but you cant teach finance guy a physics jim simons,you can teach physicist a finance but you cant teach finance guy a physics jim simons,you can teach physicist a finance but you cant teach finance guy a physic jim simons,"['you', 'can', 'teach', 'physicist', 'a', 'finance', 'but', 'you', 'cant', 'teach', 'finance', 'guy', 'a', 'physic', 'jim', 'simons']",you can teach physicist a finance but you cant teach finance guy a physic jim simons
@rozakfahrudin4643,"Kendal buktinyata . Australian juga mulai teken kontrak pak .
Mantap gass 8% pak",2 days ago,11,kendal buktinyata australian juga mulai teken kontrak pak mantap gass 8 pak,kendal buktinyata australian mulai teken kontrak pak mantap gass pak,kendal buktinyata australian mulai teken kontrak pak mantap gass pak,"['kendal', 'buktinyata', 'australian', 'mulai', 'teken', 'kontrak', 'pak', 'mantap', 'gass', 'pak']",kendal buktinyata australian mulai teken kontrak pak mantap gass pak
@adiKrnz,philofis dibalik kebijakan ekonomi pak purbaya (awal2).. teryata adalah membalikkan ekspektasi.. sepeti kata pk purbaya ekonomi itu sebetulnya behavior para pelaku ekonominya..,2 days ago,26,philofis dibalik kebijakan ekonomi pak purbaya awal2 teryata adalah membalikkan ekspektasi sepeti kata pk purbaya ekonomi itu sebetulnya behavior para pelaku ekonominya,philofis dibalik kebijakan ekonomi pak purbaya awal teryata membalikkan ekspektasi sepeti kata pk purbaya ekonomi sebetulnya behavior pelaku ekonominya,philofis balik bijak ekonomi pak purbaya awal teryata balik ekspektasi sepet kata pk purbaya ekonomi betul behavior laku ekonomi,"['philofis', 'balik', 'bijak', 'ekonomi', 'pak', 'purbaya', 'awal', 'teryata', 'balik', 'ekspektasi', 'sepet', 'kata', 'pk', 'purbaya', 'ekonomi', 'betul', 'behavior', 'laku', 'ekonomi']",philofis balik bijak ekonomi pak purbaya awal teryata balik ekspektasi sepet kata pk purbaya ekonomi betul behavior laku ekonomi
@yuliusilhami4045,"Terimakasih pa Git dan pa Pur, percakapan ini adalah sebuah simbol optimisme sebagai energi tumbuh kembang ekonomi kedepan, absolutely ini adalah forum diskusi yg sungguh sangat berpengaruh untuk setiap kebijakan pemerintah.",1 day ago,4,terimakasih pa git dan pa pur percakapan ini adalah sebuah simbol optimisme sebagai energi tumbuh kembang ekonomi kedepan absolutely ini adalah forum diskusi yg sungguh sangat berpengaruh untuk setiap kebijakan pemerintah,terimakasih pa git pa pur percakapan adalah sebuah simbol optimisme energi tumbuh kembang ekonomi kedepan absolutely adalah forum diskusi yg sungguh sangat berpengaruh setiap kebijakan pemerintah,terimakasih pa git pa pur cakap adalah buah simbol optimisme energi tumbuh kembang ekonomi depan absolutely adalah forum diskusi yg sungguh sangat pengaruh tiap bijak perintah,"['terimakasih', 'pa', 'git', 'pa', 'pur', 'cakap', 'adalah', 'buah', 'simbol', 'optimisme', 'energi', 'tumbuh', 'kembang', 'ekonomi', 'depan', 'absolutely', 'adalah', 'forum', 'diskusi', 'yg', 'sungguh', 'sangat', 'pengaruh', 'tiap', 'bijak', 'perintah']",terimakasih pa git pa pur cakap buah simbol optimisme energi tumbuh kembang ekonomi depan absolutely forum diskusi yg sungguh sangat pengaruh tiap bijak perintah
@budialok,Dua orang ini benar-bener brilian dna kompeten. Dia bisa menjelaskan dgn bahasa yg mudah dimengerti oleh orang awam dan sangat pragmatis tidak dogmatis . Thanks pak gita buat tontonan yang berkualitas ini .❤❤,8 hours ago,1,dua orang ini benarbener brilian dna kompeten dia bisa menjelaskan dgn bahasa yg mudah dimengerti oleh orang awam dan sangat pragmatis tidak dogmatis thanks pak gita buat tontonan yang berkualitas ini,orang benarbener brilian dna kompeten bisa menjelaskan dgn bahasa yg mudah dimengerti orang awam sangat pragmatis dogmatis thanks pak gita buat tontonan berkualitas,orang benarbener brilian dna kompeten bisa jelas dgn bahasa yg mudah erti orang awam sangat pragmatis dogmatis thanks pak gita buat tonton kualitas,"['orang', 'benarbener', 'brilian', 'dna', 'kompeten', 'bisa', 'jelas', 'dgn', 'bahasa', 'yg', 'mudah', 'erti', 'orang', 'awam', 'sangat', 'pragmatis', 'dogmatis', 'thanks', 'pak', 'gita', 'buat', 'tonton', 'kualitas']",orang benarbener brilian dna kompeten jelas dgn bahasa yg mudah erti orang awam sangat pragmatis dogmatis thanks pak gita buat tonton kualitas
@SunShine-ss7vb,"realitanya ga mgkn 100% mentri  dg latar pinter , jelas pemahaman substansi. Knp? Liat gmn uu parpol  moga ngeh yg sy maksud",1 day ago,0,realitanya ga mgkn 100 mentri dg latar pinter jelas pemahaman substansi knp liat gmn uu parpol moga ngeh yg sy maksud,realitanya ga mgkn mentri dg latar pinter jelas pemahaman substansi knp liat gmn uu parpol moga ngeh yg sy maksud,realitanya ga mgkn tri dg latar pinter jelas paham substansi knp liat gmn uu parpol moga ngeh yg sy maksud,"['realitanya', 'ga', 'mgkn', 'tri', 'dg', 'latar', 'pinter', 'jelas', 'paham', 'substansi', 'knp', 'liat', 'gmn', 'uu', 'parpol', 'moga', 'ngeh', 'yg', 'sy', 'maksud']",realitanya ga mgkn tri dg latar pinter jelas paham substansi knp liat gmn uu parpol moga ngeh yg sy maksud
@mariaarysuryani4027,​ @SunShine-ss7vb Menteri tdk berasal dr PARTAI akan bebas utk bekerja tdk terikat oleh Pimpinan Partai,22 hours ago,0,ss7vb menteri tdk berasal dr partai akan bebas utk bekerja tdk terikat oleh pimpinan partai,ssvb menteri tdk berasal dr partai bebas utk bekerja tdk terikat pimpinan partai,ssvb menteri tdk asal dr partai bebas utk kerja tdk ikat pimpin partai,"['ssvb', 'menteri', 'tdk', 'asal', 'dr', 'partai', 'bebas', 'utk', 'kerja', 'tdk', 'ikat', 'pimpin', 'partai']",ssvb menteri tdk asal dr partai bebas utk kerja tdk ikat pimpin partai
@dwipayana2002,Nambah iq...😅,2 days ago,1,nambah iq,nambah iq,nambah iq,"['nambah', 'iq']",nambah iq
@sitirohaeti6681,Aamiin YRA,1 day ago,1,aamiin yra,aamiin yra,aamiin yra,"['aamiin', 'yra']",aamiin yra
@subhanfahmi3038,"Gambaran peradaban, gaji tertinggi :

1. Guru
2. Dokter
3. ........... dstnya

Wajib spt ini. Apa yg akan terjadi pada kehidupan berbangsa bernegara spt ini ?",1 day ago,2,gambaran peradaban gaji tertinggi 1 guru 2 dokter 3 dstnya wajib spt ini apa yg akan terjadi pada kehidupan berbangsa bernegara spt ini,gambaran peradaban gaji tertinggi guru dokter dstnya wajib spt apa yg terjadi kehidupan berbangsa bernegara spt,gambar adab gaji tinggi guru dokter dstnya wajib spt apa yg jadi hidup bangsa negara spt,"['gambar', 'adab', 'gaji', 'tinggi', 'guru', 'dokter', 'dstnya', 'wajib', 'spt', 'apa', 'yg', 'jadi', 'hidup', 'bangsa', 'negara', 'spt']",gambar adab gaji tinggi guru dokter dstnya wajib spt apa yg jadi hidup bangsa negara spt
@BagolAsu-n6b,"Tpi gurunya upgrade juga, jgn cuma embel2 guru dateng absen ngasih buku , diajak diskusi  kalau ga sesuai yg dia mau dia ngmbek",1 day ago,1,tpi gurunya upgrade juga jgn cuma embel2 guru dateng absen ngasih buku diajak diskusi kalau ga sesuai yg dia mau dia ngmbek,tpi gurunya upgrade jgn cuma embel guru dateng absen ngasih buku diajak diskusi kalau ga sesuai yg mau ngmbek,tpi guru upgrade jgn cuma embel guru dateng absen ngasih buku ajak diskusi kalau ga sesuai yg mau ngmbek,"['tpi', 'guru', 'upgrade', 'jgn', 'cuma', 'embel', 'guru', 'dateng', 'absen', 'ngasih', 'buku', 'ajak', 'diskusi', 'kalau', 'ga', 'sesuai', 'yg', 'mau', 'ngmbek']",tpi guru upgrade jgn cuma embel guru dateng absen ngasih buku ajak diskusi kalau ga sesuai yg mau ngmbek
@antoinne3694,"​ @BagolAsu-n6b serahkan dulu haknya baru tuntut kewajibannya.
Ini nuntut kewajiban tapi haknya nggak pernah dikasih 😂",23 hours ago,2,n6b serahkan dulu haknya baru tuntut kewajibannya ini nuntut kewajiban tapi haknya nggak pernah dikasih,nb serahkan dulu haknya baru tuntut kewajibannya nuntut kewajiban haknya pernah dikasih,nb serah dulu hak baru tuntut wajib nuntut wajib hak pernah kasih,"['nb', 'serah', 'dulu', 'hak', 'baru', 'tuntut', 'wajib', 'nuntut', 'wajib', 'hak', 'pernah', 'kasih']",nb serah dulu hak baru tuntut wajib nuntut wajib hak pernah kasih
@BungToher,Memakai konsep behaviour theory memang,2 days ago,2,memakai konsep behaviour theory memang,memakai konsep behaviour theory memang,pakai konsep behaviour theory memang,"['pakai', 'konsep', 'behaviour', 'theory', 'memang']",pakai konsep behaviour theory memang
@agungfirman1748,"""saya tadinya gatau, rupanya mereka gen z"" 😂",1 day ago,12,saya tadinya gatau rupanya mereka gen z,tadinya gatau rupanya gen z,tadi gatau rupa gen z,"['tadi', 'gatau', 'rupa', 'gen', 'z']",tadi gatau rupa gen z
@PutraJekk9,semoga orang orang seperti ini memegang teguh kebenaran dan keadilan. Aamiin,1 day ago,11,semoga orang orang seperti ini memegang teguh kebenaran dan keadilan aamiin,semoga orang orang ini memegang teguh kebenaran keadilan aamiin,moga orang orang ini pegang teguh benar adil aamiin,"['moga', 'orang', 'orang', 'ini', 'pegang', 'teguh', 'benar', 'adil', 'aamiin']",moga orang orang pegang teguh benar adil aamiin
@corrylisma7088,"Pak Purbaya...thanks bangat. Banyak hal yang saya pahami tentang ekonomi. Dan gak bosan-bosan mendengar. Padahal sudah dengar juga.

Selamat berjuang Pak.
Indonesia butuh sosok seperti bapak. God bless you.",1 day ago,8,pak purbayathanks bangat banyak hal yang saya pahami tentang ekonomi dan gak bosanbosan mendengar padahal sudah dengar juga selamat berjuang pak indonesia butuh sosok seperti bapak god bless you,pak purbayathanks bangat banyak yang pahami ekonomi gak bosanbosan mendengar padahal dengar selamat berjuang pak indonesia butuh sosok bapak god bless you,pak purbayathanks bangat banyak yang paham ekonomi gak bosanbosan dengar padahal dengar selamat juang pak indonesia butuh sosok bapak god bless you,"['pak', 'purbayathanks', 'bangat', 'banyak', 'yang', 'paham', 'ekonomi', 'gak', 'bosanbosan', 'dengar', 'padahal', 'dengar', 'selamat', 'juang', 'pak', 'indonesia', 'butuh', 'sosok', 'bapak', 'god', 'bless', 'you']",pak purbayathanks bangat banyak paham ekonomi gak bosanbosan dengar padahal dengar selamat juang pak indonesia butuh sosok bapak god bless you
@wiwikwinarsih6787,Saya seorang ibu rumah tangga dan sangat bisa menikmati obrolan bapak2 keren ini.trimakasih pak gita,1 day ago,12,saya seorang ibu rumah tangga dan sangat bisa menikmati obrolan bapak2 keren initrimakasih pak gita,seorang ibu rumah tangga sangat menikmati obrolan bapak keren initrimakasih pak gita,orang ibu rumah tangga sangat nikmat obrol bapak keren initrimakasih pak gita,"['orang', 'ibu', 'rumah', 'tangga', 'sangat', 'nikmat', 'obrol', 'bapak', 'keren', 'initrimakasih', 'pak', 'gita']",orang ibu rumah tangga sangat nikmat obrol bapak keren initrimakasih pak gita
@agustk21,"Sejauh ini cuma pak gita yg mengimbangi pak purbaya secara pemikiran, berkelas ga cuma sekedar wawancara kepada narasumber",10 hours ago,3,sejauh ini cuma pak gita yg mengimbangi pak purbaya secara pemikiran berkelas ga cuma sekedar wawancara kepada narasumber,sejauh cuma pak gita yg mengimbangi pak purbaya pemikiran berkelas ga cuma sekedar wawancara narasumber,jauh cuma pak gita yg imbang pak purbaya pikir kelas ga cuma dar wawancara narasumber,"['jauh', 'cuma', 'pak', 'gita', 'yg', 'imbang', 'pak', 'purbaya', 'pikir', 'kelas', 'ga', 'cuma', 'dar', 'wawancara', 'narasumber']",jauh cuma pak gita yg imbang pak purbaya pikir kelas ga cuma dar wawancara narasumber
@dodozulkarnain1093,Obrolan ini kayak  kuliah doktoral bro.... Bravo Pak Gita...,1 day ago,12,obrolan ini kayak kuliah doktoral bro bravo pak gita,obrolan kayak kuliah doktoral bro bravo pak gita,obrol kayak kuliah doktoral bro bravo pak gita,"['obrol', 'kayak', 'kuliah', 'doktoral', 'bro', 'bravo', 'pak', 'gita']",obrol kayak kuliah doktoral bro bravo pak gita
